person_id,first_name,last_name,username,date_of_birth,county,city,zip_code,preferred_language,login_enabled
62d82e64f5478206,Alex,Lopez,alex.lopez1598,1949-09-22,Apache,Chinle,86511,English,1
d32d5ec8af1df655,Hannah,Molina,hannah.molina5282,1985-06-29,Apache,Eagar,86505,Spanish,1
aabea3db722b7f48,Elena,Vega,elena.vega4078,1983-07-02,Apache,Window Rock,86503,English,1
096301aac9917f76,Grace,Vasquez,grace.vasquez5861,1989-04-17,Apache,Eagar,86505,English,1
2785b7a1c8bf557d,Javier,Martinez,javier.martinez7001,1997-05-01,Apache,Chinle,86503,English,1
42777895d52a8502,Nora,Ramirez,nora.ramirez9346,1974-12-29,Apache,Chinle,86503,Spanish,1
eee95d5bc48d2821,Ava,Delgado,ava.delgado5777,1966-11-09,Apache,Eagar,86505,Spanish,1
67c02aea4429f7d6,Aria,Gomez,aria.gomez109,2020-10-26,Apache,Window Rock,86511,English,1
23ca811624c5d7ae,Miguel,Navarro,miguel.navarro1417,2023-04-11,Apache,Window Rock,86503,Spanish,1
29204e1368d518b7,Natalie,Mendoza,natalie.mendoza9211,1974-08-16,Apache,Chinle,86503,English,1
502210c442edbccf,Ava,Ortiz,ava.ortiz5376,2021-05-15,Apache,Chinle,86511,English,1
7cc0c56c4be60df1,Hannah,Hernandez,hannah.hernandez8751,2014-05-28,Apache,Window Rock,86505,English,1
0975f17523f06798,Alex,Cruz,alex.cruz4993,2009-04-10,Apache,Eagar,86511,Spanish,1
8c95915f416af583,Sofia,Navarro,sofia.navarro2284,1993-09-12,Apache,Chinle,86503,Spanish,1
f5bad44e56014970,Miguel,Flores,miguel.flores3371,2005-08-01,Apache,Chinle,86505,English,1
774bec0f9af8491e,Mia,Castillo,mia.castillo2346,1963-04-28,Apache,Window Rock,86505,Spanish,1
34d3169fe04edbe7,Jose,Vasquez,jose.vasquez5422,1954-12-03,Apache,Chinle,86511,Spanish,1
834aa330f215f019,Emma,Mendoza,emma.mendoza4771,1990-08-24,Apache,Window Rock,86503,English,1
73a5ca2dd686f0a2,Leah,Mendoza,leah.mendoza3333,1988-05-26,Apache,Window Rock,86503,Spanish,1
499520147783541b,Aiden,Flores,aiden.flores4592,1941-01-25,Apache,Eagar,86511,English,1
3a8d02471a3db29d,Mateo,Ramos,mateo.ramos6951,1984-09-06,Apache,Eagar,86505,English,1
d49f619a42b32463,Ana,Torres,ana.torres5747,1976-10-10,Apache,Eagar,86511,English,1
a50df7a1a8d6b11a,Luna,Hernandez,luna.hernandez7993,1981-10-06,Apache,Chinle,86511,English,1
ffc8732e94160acd,Ethan,Reyes,ethan.reyes7059,2019-12-25,Apache,Eagar,86505,English,1
a2c4f12ab97487cd,Ethan,Ramirez,ethan.ramirez7818,2008-12-11,Apache,Window Rock,86503,English,1
a95b60adde90656b,Miguel,Ruiz,miguel.ruiz9924,1995-10-02,Apache,Eagar,86511,English,1
0e2458029a13c346,Ariana,Flores,ariana.flores9112,2021-12-02,Apache,Window Rock,86505,English,1
8baf4dd08df5eaea,Elena,Castillo,elena.castillo8712,2004-07-09,Apache,Chinle,86511,Spanish,1
bfe599df46543bc9,Luna,Romero,luna.romero7935,1976-08-31,Apache,Eagar,86503,English,1
96d22041e7440aa2,Mia,Sanchez,mia.sanchez7570,1997-03-19,Apache,Chinle,86503,English,1
e097e10264600483,Carlos,Romero,carlos.romero5411,1945-10-07,Apache,Window Rock,86503,English,1
66f4d0e4283aae14,Grace,Cruz,grace.cruz4947,1985-02-07,Apache,Window Rock,86505,English,1
5966a91d30188d09,Luna,Garcia,luna.garcia631,1983-11-03,Apache,Chinle,86505,English,1
839fbe99c2d2ffe8,Ariana,Navarro,ariana.navarro2154,1983-10-10,Apache,Window Rock,86505,English,1
e749ec185fd82639,Gabriel,Delgado,gabriel.delgado6771,1971-09-11,Apache,Window Rock,86511,English,1
32074dd600260751,Aria,Gomez,aria.gomez6701,1947-03-07,Apache,Chinle,86511,English,1
30dccd2e6bc73a23,Mason,Vasquez,mason.vasquez2173,1956-09-02,Apache,Chinle,86511,English,1
f1a32dfa4c870422,Ava,Ruiz,ava.ruiz2736,1985-05-05,Apache,Chinle,86503,English,1
86a853638235f270,Alex,Mendoza,alex.mendoza3515,1990-09-01,Apache,Eagar,86505,English,1
0167ae34f6a6278a,Sebastian,Morales,sebastian.morales9188,1953-04-23,Apache,Chinle,86503,English,1
17aad03754721050,Isabella,Gonzalez,isabella.gonzalez1477,1955-10-01,Apache,Window Rock,86503,English,1
8eddfc807c69ba99,Ana,Aguilar,ana.aguilar8660,1998-07-28,Apache,Window Rock,86505,English,1
974650359cdbace0,Aiden,Delgado,aiden.delgado8965,1969-10-04,Apache,Chinle,86505,English,1
31b57b3be51c8c31,Jose,Vega,jose.vega6653,1951-04-17,Apache,Eagar,86505,English,1
d053f797ce6647ee,Javier,Morales,javier.morales9328,1955-12-20,Apache,Chinle,86511,English,1
294ae8956cd31bf0,Mia,Ruiz,mia.ruiz7624,1969-02-02,Apache,Chinle,86503,English,1
c9abeebafcaaf9ce,Chloe,Sanchez,chloe.sanchez4752,1993-04-23,Apache,Eagar,86505,Spanish,1
4fcfb1e69f19524b,Adrian,Ortiz,adrian.ortiz1151,1940-02-19,Apache,Eagar,86503,English,1
7b44224866ce29fb,Ava,Delgado,ava.delgado4450,1958-11-26,Apache,Eagar,86505,English,1
a776fa3973fa81fb,Hannah,Delgado,hannah.delgado1820,1965-04-21,Apache,Chinle,86503,Spanish,1
5debe4619a5083d9,Liam,Molina,liam.molina1732,1999-03-01,Apache,Chinle,86505,Spanish,1
82b88df7689cd0fd,Mateo,Cruz,mateo.cruz9683,1987-01-24,Apache,Chinle,86503,English,1
e702d8287554fee5,Lucas,Gonzalez,lucas.gonzalez2476,1989-11-09,Apache,Window Rock,86503,English,1
9411555c4872bd92,Ariana,Gonzalez,ariana.gonzalez3522,1963-09-14,Apache,Chinle,86511,English,1
6eefdaab2b836cc5,Ethan,Perez,ethan.perez5675,1968-11-11,Apache,Chinle,86503,English,1
338f6c116cdac1ff,Mateo,Delgado,mateo.delgado2689,2005-05-04,Apache,Window Rock,86505,English,1
5393cd5c4e00f8f4,Grace,Cruz,grace.cruz5623,2007-04-27,Apache,Chinle,86505,English,1
f5554853bf1c9072,Hannah,Aguilar,hannah.aguilar8747,2016-07-21,Apache,Eagar,86503,Spanish,1
af5a18a79e5f1387,Maria,Morales,maria.morales4306,1983-10-13,Apache,Window Rock,86511,English,1
00df0e4b6866aede,Sebastian,Ramirez,sebastian.ramirez1200,1974-08-26,Apache,Window Rock,86511,English,1
a833bf71c1213618,Noah,Ramirez,noah.ramirez6466,2024-07-02,Apache,Window Rock,86505,Spanish,1
753a0b935a18b44e,Ariana,Perez,ariana.perez8378,1999-09-22,Apache,Window Rock,86505,English,1
665124aa2d153815,Luna,Dominguez,luna.dominguez2091,1947-09-26,Apache,Eagar,86505,English,1
3166547f52871437,Jose,Garcia,jose.garcia3252,1946-10-30,Apache,Window Rock,86503,Spanish,1
6676ab2ca4d8d1a6,Ava,Silva,ava.silva5962,2009-04-25,Apache,Eagar,86511,Spanish,1
90fb8c11b18ef08b,Ariana,Perez,ariana.perez8981,1963-02-01,Apache,Chinle,86503,English,1
742e130e47a41c1c,Ethan,Sanchez,ethan.sanchez4025,1961-08-02,Apache,Eagar,86505,English,1
2c2e0998ce884746,Grace,Ramos,grace.ramos3458,1980-03-09,Apache,Eagar,86505,English,1
90a6d8671bbffd69,Alex,Ramos,alex.ramos1972,1976-12-01,Apache,Eagar,86505,English,1
32fd0abf8d2bcf2b,Mateo,Morales,mateo.morales2475,1951-09-01,Apache,Eagar,86503,English,1
6972f13b6ff58460,Olivia,Gonzalez,olivia.gonzalez3658,1946-01-17,Apache,Chinle,86505,English,1
63051f7829b503d2,Nora,Garcia,nora.garcia7891,2010-11-17,Apache,Chinle,86505,English,1
c453dfc34d0df7f2,Aria,Reyes,aria.reyes5690,1989-11-01,Apache,Eagar,86511,English,1
5c4f7dedc23646e3,Liam,Diaz,liam.diaz7285,2020-02-25,Apache,Chinle,86505,English,1
a520a384b7c4666c,Samuel,Morales,samuel.morales9463,1979-01-23,Apache,Window Rock,86503,English,1
273ad3e12032d1b3,Sofia,Ortiz,sofia.ortiz3853,2021-07-30,Apache,Eagar,86503,English,1
9ad3fc9419c2b37a,Daniel,Delgado,daniel.delgado862,2006-02-01,Apache,Window Rock,86511,Spanish,1
28b6ab6841311517,Natalie,Aguilar,natalie.aguilar620,2017-11-15,Apache,Chinle,86505,Spanish,1
ac2a7af16055b10e,Gabriel,Vasquez,gabriel.vasquez3863,1944-07-17,Apache,Chinle,86503,English,1
3af00ac4b32ec1dd,Valeria,Romero,valeria.romero4412,2016-11-24,Apache,Eagar,86503,Spanish,1
f5c03658a6143732,Gabriel,Lopez,gabriel.lopez277,2012-09-07,Apache,Window Rock,86503,English,1
a7f196743c11fd10,Natalie,Diaz,natalie.diaz4664,1940-12-08,Apache,Window Rock,86511,English,1
cf789386b77d7046,Grace,Rivera,grace.rivera7737,2022-11-04,Apache,Chinle,86505,Spanish,1
c951d1a762a132c1,Luna,Silva,luna.silva41,1952-09-19,Apache,Window Rock,86511,English,1
4890950b359cd2d5,Mason,Rivera,mason.rivera3458,1969-10-21,Apache,Eagar,86503,English,1
86cea21c9f060d3b,Daniel,Molina,daniel.molina3873,1957-06-24,Apache,Chinle,86503,English,1
2dadca028c2e0cec,Miguel,Perez,miguel.perez4754,1997-08-02,Apache,Window Rock,86511,Spanish,1
086a8ec810cf76ab,Liam,Molina,liam.molina9355,1945-12-14,Apache,Eagar,86503,English,1
d45ab8018047c0de,Aiden,Hernandez,aiden.hernandez7804,1978-03-14,Apache,Window Rock,86503,English,1
537c6bd802e8f821,Luna,Morales,luna.morales3453,2013-10-14,Apache,Eagar,86505,English,1
1c18edb706c626d5,Hannah,Gonzalez,hannah.gonzalez3971,1983-06-14,Apache,Chinle,86511,English,1
8fb7d3cd4b0ad0fa,Mateo,Ramirez,mateo.ramirez9798,1975-03-22,Apache,Eagar,86505,English,1
8d20ffb8b052ff9f,Elena,Ramirez,elena.ramirez7684,1950-04-17,Apache,Eagar,86511,English,1
c9c67fe4b78d12b9,Diego,Hernandez,diego.hernandez7882,1941-10-18,Apache,Eagar,86503,English,1
d8492d15908419fa,Chloe,Vasquez,chloe.vasquez6403,1958-11-21,Apache,Chinle,86503,Spanish,1
74e67c638d9122cc,Maria,Gomez,maria.gomez2909,2007-08-21,Apache,Chinle,86505,English,1
3d380497f686637f,Ethan,Martinez,ethan.martinez2579,2023-09-06,Apache,Chinle,86505,Spanish,1
7eff146d8d6142a0,Leah,Diaz,leah.diaz8567,1964-06-17,Apache,Eagar,86503,English,1
74d235bf7c3c2ad6,Isabella,Romero,isabella.romero1696,1959-05-14,Apache,Chinle,86511,Spanish,1
60c3e9ffc2e5a7a0,Ethan,Gonzalez,ethan.gonzalez3276,1966-01-28,Apache,Chinle,86503,Spanish,1
c501a99f99fd68a3,Leah,Ruiz,leah.ruiz2415,1946-07-17,Apache,Chinle,86503,Spanish,1
c4647f2fb75938e2,Gabriel,Reyes,gabriel.reyes7495,1985-05-19,Apache,Eagar,86505,English,1
6f436c2743a9ad8b,Sebastian,Diaz,sebastian.diaz7661,1950-09-23,Apache,Eagar,86503,English,1
69eec14360a5dc29,Samuel,Vega,samuel.vega4983,1999-09-28,Apache,Window Rock,86505,English,1
7dae2e9b15a640d7,Leah,Perez,leah.perez9015,2019-01-26,Apache,Chinle,86511,English,1
e6e0abb92b9a9e48,Liam,Dominguez,liam.dominguez8097,2014-02-04,Apache,Window Rock,86505,Spanish,1
5aafaf8cf107eb26,Valeria,Navarro,valeria.navarro4037,1962-09-28,Apache,Eagar,86503,Spanish,1
1924a34c4bc843cd,Aria,Dominguez,aria.dominguez6468,1952-06-10,Apache,Chinle,86511,English,1
aebfbcf8ba177140,Elena,Martinez,elena.martinez5043,2020-04-09,Apache,Eagar,86511,English,1
784f9a5af54d81a3,Miguel,Garcia,miguel.garcia997,1963-03-19,Apache,Chinle,86505,English,1
e801d380043ed0e2,Ariana,Vasquez,ariana.vasquez5856,1979-10-15,Apache,Window Rock,86511,Spanish,1
5081af12d7fe0b24,Mateo,Ramirez,mateo.ramirez3537,1960-05-03,Apache,Window Rock,86505,Spanish,1
f5a82bc698b64c77,Liam,Navarro,liam.navarro6730,1973-09-11,Apache,Eagar,86511,English,1
3160db02317c2f80,Sebastian,Navarro,sebastian.navarro1261,2001-03-24,Apache,Eagar,86505,English,1
68c2f366360ee1ed,Lucas,Molina,lucas.molina9498,1941-01-24,Apache,Chinle,86503,English,1
58377273ac15159e,Diego,Castillo,diego.castillo7780,1978-08-02,Apache,Window Rock,86505,English,1
d0c3903168389f34,Natalie,Sanchez,natalie.sanchez6860,1988-01-24,Apache,Eagar,86503,Spanish,1
dc99abdf906ebdf4,Sebastian,Aguilar,sebastian.aguilar4980,1944-06-28,Apache,Chinle,86511,Spanish,1
05294a60a18d99d4,Daniel,Garcia,daniel.garcia5535,1961-12-20,Apache,Eagar,86503,English,1
9a914f0bd705fa5e,Mason,Flores,mason.flores9942,1979-12-22,Apache,Eagar,86503,English,1
62e89280530940b0,Liam,Delgado,liam.delgado7170,2006-09-03,Apache,Chinle,86503,English,1
32e9b7a372ae75eb,Leah,Lopez,leah.lopez1535,2016-06-06,Apache,Window Rock,86505,English,1
9cb338d40300e8b7,Julian,Perez,julian.perez5621,2003-12-31,Apache,Eagar,86511,English,1
c80dd890749de844,Julian,Silva,julian.silva2672,2001-08-18,Apache,Eagar,86511,English,1
e790175e75174900,Maria,Romero,maria.romero3507,1971-01-28,Apache,Eagar,86505,Spanish,1
7f1a7bd6f9fee515,Sofia,Gonzalez,sofia.gonzalez5419,1942-10-18,Apache,Chinle,86511,Spanish,1
052893e9643f678d,Mia,Molina,mia.molina222,1968-09-19,Apache,Chinle,86511,English,1
e63dcc2f9ae4cf95,Sofia,Torres,sofia.torres4045,1943-11-01,Apache,Window Rock,86505,English,1
c335117b691c3c04,Lucas,Molina,lucas.molina9895,1971-01-15,Apache,Eagar,86505,Navajo,1
9b3e10fe06747b1e,Emma,Ortiz,emma.ortiz8300,1977-01-30,Apache,Chinle,86505,Spanish,1
273ee8a1050e8c7f,Elena,Cruz,elena.cruz8702,2009-10-19,Apache,Eagar,86511,English,1
4ce1ea176ab7bd24,Alex,Lopez,alex.lopez6210,1963-08-08,Apache,Window Rock,86511,English,1
a0ca69a7804b72f8,Liam,Aguilar,liam.aguilar9567,2017-12-10,Apache,Eagar,86511,English,1
6b4196923ab1ade0,Julian,Gonzalez,julian.gonzalez3465,2005-11-14,Apache,Eagar,86511,English,1
341edec823085c9d,Elena,Vega,elena.vega953,1996-06-28,Apache,Eagar,86503,Spanish,1
f78ab6e841cc149c,Jose,Cruz,jose.cruz3619,1949-03-02,Apache,Window Rock,86503,English,1
648b536e893b0573,Mason,Ramos,mason.ramos5753,2001-06-14,Apache,Chinle,86503,English,1
3b510f2303511c1a,Nora,Silva,nora.silva4050,2001-01-21,Apache,Chinle,86511,English,1
fd0689da47d23b76,Noah,Reyes,noah.reyes3574,1989-07-30,Apache,Window Rock,86503,Navajo,1
578898d77ceae41a,Noah,Ruiz,noah.ruiz1200,1982-07-18,Apache,Eagar,86505,English,1
095736e392d9ecd5,Miguel,Reyes,miguel.reyes992,1978-05-26,Apache,Chinle,86505,English,1
84d6ec3d46297f48,Elena,Silva,elena.silva6234,2016-12-16,Apache,Eagar,86505,English,1
36d1690326b1ddf3,Samuel,Sanchez,samuel.sanchez606,1951-09-18,Apache,Chinle,86511,Spanish,1
8cd4f1278e6816ef,Olivia,Reyes,olivia.reyes7129,1962-06-03,Apache,Chinle,86511,Spanish,1
56314d29bb80e102,David,Ruiz,david.ruiz6088,1980-08-13,Apache,Chinle,86503,English,1
6f3b037c1d98aca3,Noah,Ramos,noah.ramos602,1988-12-31,Apache,Chinle,86511,English,1
b4aeecbcd26c04c9,Nora,Aguilar,nora.aguilar5918,1993-01-03,Cochise,Bisbee,85635,English,1
cf5efdc0fee15481,Natalie,Morales,natalie.morales3493,1958-04-13,Cochise,Bisbee,85615,English,1
488399d29d961d76,Aiden,Flores,aiden.flores1351,1955-04-01,Cochise,Douglas,85615,English,1
464ef1429cee0501,Noah,Hernandez,noah.hernandez3497,1987-05-25,Cochise,Douglas,85635,English,1
c49b02e744dd2d85,Camila,Torres,camila.torres9851,1984-01-18,Cochise,Sierra Vista,85607,English,1
cca121e433142e2d,Liam,Vega,liam.vega1434,1975-08-29,Cochise,Bisbee,85635,Spanish,1
3681adf01c19eeec,Leah,Gomez,leah.gomez2356,1947-09-26,Cochise,Sierra Vista,85635,English,1
745247cf64469c81,Ariana,Diaz,ariana.diaz2936,1984-11-01,Cochise,Sierra Vista,85607,Spanish,1
b4e4e8e90f980a14,Mia,Ortiz,mia.ortiz3741,1956-09-10,Cochise,Douglas,85607,Spanish,1
5d23eae35e9e0f51,Diego,Rivera,diego.rivera9511,1964-10-16,Cochise,Bisbee,85607,Spanish,1
d9ba3ba488a2b0b3,Javier,Cruz,javier.cruz7359,1972-08-29,Cochise,Douglas,85607,Spanish,1
923989bb189f56ff,Javier,Gomez,javier.gomez5909,2012-11-25,Cochise,Sierra Vista,85635,English,1
4406ae8f7f6c7d9d,Grace,Ortiz,grace.ortiz4088,1943-11-20,Cochise,Sierra Vista,85615,English,1
8c274e7dcd9ec33d,Hannah,Ruiz,hannah.ruiz6509,1947-07-06,Cochise,Bisbee,85635,English,1
f2ad14c716bfd588,Samuel,Aguilar,samuel.aguilar3151,1962-12-05,Cochise,Douglas,85615,Spanish,1
f80fe1ebcba4bf17,Carlos,Garcia,carlos.garcia687,1955-05-19,Cochise,Sierra Vista,85615,English,1
d4615c996d0e8bc1,Luna,Aguilar,luna.aguilar3222,1940-11-04,Cochise,Bisbee,85635,English,1
d0e6298fad8fae76,Mateo,Gomez,mateo.gomez9387,1942-10-23,Cochise,Douglas,85635,English,1
75eb422549eafdd5,Gabriel,Aguilar,gabriel.aguilar8036,1943-10-07,Cochise,Bisbee,85635,Spanish,1
1b2d0126ec21f427,Daniel,Ramirez,daniel.ramirez5895,1946-11-26,Cochise,Douglas,85607,English,1
1ad4396e876ec7ef,Maria,Reyes,maria.reyes2347,1950-05-09,Cochise,Sierra Vista,85615,English,1
3d2e58a25051c592,Ana,Garcia,ana.garcia9687,2011-05-13,Cochise,Bisbee,85615,English,1
d730c1dc958d57f6,Sofia,Delgado,sofia.delgado272,1980-02-02,Cochise,Bisbee,85635,English,1
b25b478e70c783b7,Mason,Ortiz,mason.ortiz2404,1954-11-17,Cochise,Bisbee,85615,Spanish,1
7cf20baa8f814cc9,Adrian,Vasquez,adrian.vasquez3799,1963-03-28,Cochise,Douglas,85635,English,1
37cce3714b683e68,Aria,Cruz,aria.cruz6112,1982-11-01,Cochise,Bisbee,85635,English,1
13e136bfdbce36c5,Ava,Romero,ava.romero202,1970-10-14,Cochise,Douglas,85635,English,1
5d7e3b54713deee9,Ariana,Delgado,ariana.delgado6763,2021-12-23,Cochise,Douglas,85635,English,1
622cd9f17f92585f,Grace,Ruiz,grace.ruiz8899,1972-04-05,Cochise,Bisbee,85607,English,1
6dd854d9070c86d5,Noah,Romero,noah.romero5844,1995-09-01,Cochise,Sierra Vista,85615,English,1
b89a6172aa964ea8,Aiden,Aguilar,aiden.aguilar6250,2017-11-09,Cochise,Sierra Vista,85607,English,1
8a3202a6d47da916,Daniel,Aguilar,daniel.aguilar8701,2007-03-17,Cochise,Sierra Vista,85607,English,1
f707fd5a41397a61,Chloe,Gomez,chloe.gomez5476,2006-04-29,Cochise,Sierra Vista,85615,Spanish,1
18949d7d34b2023a,Mia,Diaz,mia.diaz3887,1949-03-04,Cochise,Sierra Vista,85607,English,1
bd8cfaf88afa58a8,Julian,Romero,julian.romero8503,1997-04-24,Cochise,Douglas,85615,English,1
fa88afcb37f78177,Daniel,Cruz,daniel.cruz7134,1956-06-21,Cochise,Sierra Vista,85635,English,1
5967a9a723682f1c,Jose,Navarro,jose.navarro9230,1941-08-11,Cochise,Bisbee,85615,English,1
97d9cca63033413f,Valeria,Hernandez,valeria.hernandez1912,1995-11-23,Cochise,Sierra Vista,85607,Spanish,1
35e6e89a8353cf6c,Aria,Sanchez,aria.sanchez9375,1957-08-28,Cochise,Douglas,85615,Spanish,1
64533903204c0cf3,Aiden,Reyes,aiden.reyes5468,1993-07-21,Cochise,Sierra Vista,85615,English,1
040fd6c930a45bc8,Elena,Castillo,elena.castillo5068,1993-12-12,Cochise,Douglas,85607,English,1
82968d81be7498a4,Emma,Silva,emma.silva9834,1949-04-04,Cochise,Sierra Vista,85615,English,1
f7568885c4242371,Ava,Navarro,ava.navarro7104,1976-01-21,Cochise,Douglas,85607,English,1
461fd0bfdaae7a04,Jose,Dominguez,jose.dominguez7253,1967-09-21,Cochise,Douglas,85635,Spanish,1
754e15994c89e96f,Mateo,Molina,mateo.molina7416,1990-08-20,Cochise,Douglas,85635,Spanish,1
073d997014ba4327,Sofia,Ramirez,sofia.ramirez6439,2002-06-29,Cochise,Douglas,85607,English,1
be57ea1218497438,Ava,Vega,ava.vega2950,1981-02-23,Cochise,Bisbee,85635,English,1
d81ea9dfb8af411b,Grace,Dominguez,grace.dominguez4317,1968-04-22,Cochise,Bisbee,85607,English,1
6f53846be3bc22ef,Alex,Molina,alex.molina5802,1992-01-21,Cochise,Sierra Vista,85635,English,1
d94ce546e79219d0,Miguel,Perez,miguel.perez5380,2007-10-15,Cochise,Bisbee,85635,English,1
5991efcf8fb82c3a,Grace,Lopez,grace.lopez7164,2017-06-01,Cochise,Bisbee,85615,English,1
